ID,Größe
1444,158
1445,178
1446,172
1447,168
1448,157
1449,176
1450,192
1451,181
1452,174
1453,171
1454,180
1455,154
1456,162
1457,172
1458,187
1459,182
1460,169
1461,162
1462,175
1463,155
1464,174
1465,168
1466,176
1467,167
1468,172
1469,159
1470,177
1471,166
1472,176
1473,192
1474,188
1475,174
1476,181
1477,153
1478,171
1479,154
1480,193
1481,169
1482,182
1483,165
1484,169
1485,182
1486,150
1487,192
1488,160
1489,171
1490,173
1491,175
1492,178
1493,156
1494,166
1495,183
1496,154
1497,192
1498,179
1499,170
1500,184
1501,184
1502,166
1503,170
1504,185
1505,170
1506,175
1507,174
1508,184
1509,188
1510,192
1511,166
1512,184
1513,180
1514,171
1515,154
1516,183
1517,196
1518,170
1519,142
1520,170
1521,173
1522,151
1523,194
1524,151
1525,151
1526,178
1527,165
1528,172
1529,173
1530,166
1531,167
1532,171
1533,176
1534,167
1535,195
1536,178
1537,177
1538,164
1539,184
1540,169
1541,176
1542,161
1543,189
1544,175
1545,179
1546,173
1547,164
1548,159
1549,176
1550,168
1551,184
1552,168
1553,145
1554,152
1555,176
1556,193
1557,164
1558,174
1559,164
1560,163
1561,181
1562,187
1563,172
1564,186
1565,161
1566,186
1567,164
1568,171
1569,184
1570,173
1571,152
1572,168
1573,190
1574,171
1575,167
1576,172
1577,186
1578,143
1579,173
1580,178
1581,168
1582,191
1583,163
1584,173
1585,155
1586,153
1587,161
1588,188
1589,146
1590,169
1591,147
1592,168
1593,183
1594,160
1595,160
1596,148
1597,180
1598,186
1599,158
1600,170
1601,164
1602,174
1603,170
1604,150
1605,157
1606,196
1607,150
1608,192
1609,182
1610,168
1611,158
1612,174
1613,163
1614,184
1615,171
1616,193
1617,185
1618,172
1619,184
1620,163
1621,182
1622,167
1623,176
1624,180
1625,157
1626,180
1627,182
1628,190
1629,157
1630,194
1631,175
1632,183
1633,171
1634,166
1635,175
1636,164
1637,170
1638,184
1639,179
1640,174
1641,166
1642,156
1643,164
1644,159
1645,171
1646,164
1647,156
1648,169
1649,173
1650,187
1651,172
1652,183
1653,186
1654,176
1655,178
1656,174
1657,160
1658,191
1659,157
1660,170
1661,186
1662,177
1663,163
1664,166
1665,182
1666,188
1667,175
1668,152
1669,171
1670,156
1671,156
1672,164
1673,191
1674,173
1675,161
1676,165
1677,182
1678,165
1679,153
1680,156
1681,164
1682,164
1683,173
1684,146
1685,188
1686,178
1687,166
1688,177
1689,195
1690,157
1691,167
1692,171
1693,176
1694,168
1695,164
1696,168
1697,164
1698,175
1699,172
1700,189
1701,156
1702,162
1703,168
1704,166
1705,181
1706,156
1707,182
1708,196
1709,170
1710,167
1711,166
1712,187
1713,188
1714,161
1715,155
1716,153
1717,159
1718,175
1719,158
1720,160
1721,172
1722,171
1723,179
1724,184
1725,172
1726,148
1727,203
1728,170
1729,186
1730,172
1731,172
1732,174
1733,188
1734,151
1735,171
1736,170
1737,169
1738,174
1739,168
1740,187
1741,191
1742,159
1743,178
1744,176
1745,187
1746,150
1747,169
1748,182
1749,168
1750,177
1751,171
1752,177
1753,193
1754,181
1755,168
1756,161
1757,169
1758,184
1759,174
1760,168
1761,170
1762,190
1763,158
1764,163
1765,193
1766,155
1767,179
1768,169
1769,156
1770,171
1771,154
1772,190
1773,174
1774,173
1775,184
1776,184
1777,164
1778,163
1779,169
1780,174
1781,187
1782,167
1783,167
1784,156
1785,158
1786,172
1787,170
1788,158
1789,178
1790,168
1791,157
1792,157
1793,175
1794,170
1795,165
1796,181
1797,181
1798,171
1799,165
1800,163
1801,161
1802,167
1803,159
1804,153
1805,157
1806,183
1807,176
1808,172
1809,195
1810,167
1811,176
1812,194
1813,144
1814,186
1815,156
1816,170
1817,184
1818,169
1819,167
1820,177
1821,187
1822,159
1823,171
1824,179
1825,172
1826,184
1827,167
1828,164
1829,178
1830,148
1831,186
1832,188
1833,172
1834,150
1835,169
1836,156
1837,168
1838,185
1839,183
1840,159
1841,165
1842,166
1843,167
1844,170
1845,184
1846,160
1847,160
1848,186
1849,160
1850,179
1851,180
1852,157
1853,168
1854,189
1855,186
1856,164
1857,161
1858,162
1859,177
1860,178
1861,169
1862,184
1863,173
1864,172
1865,192
1866,174
1867,189
1868,178
1869,165
1870,156
1871,164
1872,182
1873,168
1874,148
1875,186
1876,160
1877,174
1878,164
1879,164
1880,160
1881,173
1882,173
1883,156
1884,171
1885,160
1886,151
1887,177
1888,167
1889,174
1890,150
1891,184
1892,176
1893,161
1894,159
1895,150
1896,180
1897,159
1898,173
1899,183
1900,160
1901,170
1902,175
1903,175
1904,174
1905,172
1906,157
1907,170
1908,157
1909,172
1910,161
1911,167
1912,167
1913,176
1914,185
1915,164
1916,190
1917,175
1918,184
1919,169
1920,192
1921,182
1922,173
1923,167
1924,173
1925,182
1926,184
1927,193
1928,166
1929,176
1930,168
1931,180
1932,163
1933,164
1934,184
1935,170
1936,195
1937,166
1938,195
1939,173
1940,175
1941,152
1942,156
1943,184
1944,188
1945,175
1946,180
1947,160
1948,159
1949,167
1950,165
1951,183
1952,170
1953,177
1954,165
1955,164
1956,165
1957,163
1958,180
1959,176
1960,166
1961,176
1962,180
1963,151
1964,178
1965,180
1966,167
1967,167
1968,162
1969,164
1970,173
1971,162
1972,159
1973,157
1974,167
1975,175
1976,173
1977,174
1978,178
1979,180
1980,175
1981,162
1982,171
1983,165
1984,170
1985,179
1986,172
1987,157
1988,164
1989,176
1990,158
1991,152
1992,160
1993,183
1994,182
1995,167
1996,157
1997,174
1998,176
1999,176
2000,161
2001,162
2002,179
2003,162
2004,180
2005,176
2006,178
2007,193
2008,151
2009,173
2010,172
2011,163
2012,165
2013,173
2014,164
2015,187
2016,166
2017,186
2018,171
2019,167
2020,154
2021,179
2022,184
2023,172
2024,176
2025,168
2026,167
2027,189
2028,168
2029,159
2030,164
2031,160
2032,170
2033,180
2034,187
2035,166
2036,181
2037,182
2038,174
2039,160
2040,168
2041,179
2042,166
2043,185
2044,151
2045,158
2046,188
2047,158
2048,162
2049,182
2050,163
2051,188
2052,174
2053,154
2054,176
2055,184
2056,155
2057,182
2058,180
2059,165
2060,172
2061,184
2062,163
2063,187
2064,166
2065,157
2066,167
2067,178
2068,166
2069,174
2070,166
2071,174
2072,159
2073,152
2074,178
2075,169
2076,170
2077,171
2078,168
2079,166
2080,172
2081,173
2082,181
2083,188
2084,172
2085,178
2086,170
2087,165
2088,188
2089,155
2090,170
2091,179
2092,189
2093,162
2094,174
2095,159
2096,168
2097,185
2098,191
2099,177
2100,169
2101,172
2102,182
2103,172
2104,162
2105,178
2106,166
2107,156
2108,172
2109,164
2110,171
2111,159
2112,171
2113,190
2114,176
2115,178
2116,178
2117,186
2118,172
2119,170
2120,178
2121,160
2122,181
2123,162
2124,171
2125,170
2126,169
2127,162
2128,176
2129,177
2130,180
2131,165
2132,185
2133,170
2134,186
2135,182
2136,160
2137,166
2138,175
2139,162
2140,173
2141,160
2142,172
2143,168
2144,174
2145,180
2146,182
2147,173
2148,165
2149,145
2150,177
2151,164
2152,184
2153,190
2154,173
2155,184
2156,169
2157,183
2158,164
2159,177
2160,177
2161,170
2162,175
2163,160
2164,172
2165,159
2166,186
2167,173
2168,177
2169,175
2170,160
2171,186
2172,162
2173,188
2174,166
2175,155
2176,190
2177,169
2178,180
2179,183
2180,170
2181,152
2182,182
2183,161
2184,196
2185,161
2186,180
2187,176
2188,158
2189,162
2190,174
2191,176
2192,161
2193,161
2194,172
2195,172
2196,190
2197,181
2198,150
2199,173
2200,171
2201,177
2202,179
2203,173
2204,173
2205,150
2206,169
2207,180
2208,174
2209,168
2210,173
2211,164
2212,167
2213,171
2214,169
2215,178
2216,163
2217,159
2218,160
2219,163
2220,169
2221,174
2222,147
2223,166
2224,176
2225,153
2226,176
2227,161
2228,177
2229,182
2230,171
2231,164
2232,145
2233,160
2234,162
2235,158
2236,188
2237,168
2238,170
2239,185
2240,178
2241,179
2242,154
2243,184
2244,181
2245,176
2246,166
2247,170
2248,168
2249,164
2250,162
2251,163
2252,172
2253,167
2254,158
2255,172
2256,169
2257,178
2258,171
2259,167
2260,172
2261,189
2262,151
2263,165
2264,163
2265,163
2266,201
2267,175
2268,175
2269,184
2270,180
2271,177
2272,167
2273,165
2274,182
2275,157
2276,168
2277,168
2278,156
2279,188
2280,173
2281,184
2282,178
2283,186
2284,189
2285,188
2286,164
2287,157
2288,158
2289,182
2290,160
2291,168
2292,170
2293,160
2294,171
2295,178
2296,155
2297,170
2298,181
2299,166
2300,161
2301,176
2302,185
2303,169
2304,186
2305,190
2306,169
2307,174
2308,165
2309,149
2310,171
2311,162
2312,190
2313,151
2314,154
2315,159
2316,166
2317,164
2318,162
2319,188
2320,172
2321,189
2322,151
2323,167
2324,158
2325,192
2326,164
2327,179
2328,190
2329,165
2330,177
2331,172
2332,188
2333,174
2334,185
2335,179
2336,167
2337,164
2338,180
2339,166
2340,185
2341,179
2342,176
2343,175
2344,183
2345,154
2346,166
2347,178
2348,169
2349,180
2350,161
2351,176
2352,160
2353,181
2354,162
2355,158
2356,177
2357,177
2358,155
2359,168
2360,168
2361,173
2362,174
2363,165
2364,177
2365,192
2366,172
2367,176
2368,186
2369,168
2370,157
2371,184
2372,163
2373,170
2374,164
2375,164
2376,181
2377,190
2378,172
2379,165
2380,178
2381,168
2382,170
2383,184
2384,179
2385,162
2386,184
2387,170
2388,164
2389,185
2390,181
2391,187
2392,158
2393,174
2394,165
2395,178
2396,196
2397,170
2398,163
2399,184
2400,178
2401,163
2402,164
2403,176
2404,155
2405,168
2406,172
2407,183
2408,169
2409,141
2410,186
2411,169
2412,161
2413,150
2414,161
2415,178
2416,165
2417,168
2418,173
2419,174
2420,166
2421,161
2422,188
2423,175
2424,176
2425,143
2426,157
2427,169
2428,164
2429,152
2430,173
2431,179
2432,177
2433,191
2434,168
2435,186
2436,171
2437,183
2438,168
2439,178
2440,167
2441,164
2442,173
2443,172
2444,152
2445,161
2446,143
2447,173
2448,165
2449,158
2450,162
2451,190
2452,192
2453,187
2454,192
2455,181
2456,170
2457,164
2458,166
2459,162
2460,161
2461,160
2462,170
2463,179
2464,183
2465,162
2466,184
2467,161
2468,155
2469,159
2470,170
2471,148
2472,158
2473,180
2474,160
2475,175
2476,183
2477,186
2478,182
2479,170
2480,174
2481,170
2482,159
2483,154
2484,160
2485,176
2486,178
2487,171
2488,171
2489,184
2490,176
2491,185
2492,195
2493,181
2494,150
2495,157
2496,171
2497,164
2498,182
2499,173
2500,194
2501,157
2502,154
2503,180
2504,180
2505,164
2506,173
2507,155
2508,159
2509,169
2510,164
2511,188
2512,161
2513,190
2514,174
2515,166
2516,174
2517,159
2518,180
2519,168
2520,180
2521,156
2522,188
2523,158
2524,174
2525,184
2526,183
2527,177
2528,149
2529,178
2530,171
2531,173
2532,171
2533,145
2534,184
2535,158
2536,171
2537,169
2538,181
2539,167
2540,163
2541,162
2542,169
2543,189
2544,168
2545,155
2546,181
2547,167
2548,174
2549,163
2550,157
2551,156
2552,166
2553,198
2554,159
2555,160
2556,181
2557,164
2558,170
2559,192
2560,152
2561,169
2562,174
2563,158
2564,169
2565,167
2566,165
2567,170
2568,167
2569,181
2570,167
2571,174
2572,162
2573,164
2574,159
2575,163
2576,164
2577,169
2578,184
2579,172
2580,169
2581,185
2582,171
2583,160
2584,174
2585,168
2586,167
2587,162
2588,157
2589,185
2590,179
2591,160
2592,171
2593,184
2594,161
2595,161
2596,174
2597,152
2598,180
2599,190
2600,157
2601,160
2602,186
2603,163
2604,160
2605,148
2606,164
2607,160
2608,166
2609,184
2610,162
2611,152
2612,167
2613,188
2614,171
2615,176
2616,167
2617,192
2618,175
2619,177
2620,181
2621,173
2622,159
2623,156
2624,144
2625,183
2626,149
2627,161
2628,168
2629,180
2630,176
2631,181
2632,175
2633,188
2634,152
2635,177
2636,174
2637,173
2638,158
2639,167
2640,182
2641,175
2642,166
2643,179
2644,169
2645,185
2646,174
2647,179
2648,162
2649,173
2650,176
2651,167
2652,179
2653,172
2654,165
2655,171
2656,166
2657,160
2658,181
2659,178
2660,151
2661,166
2662,169
2663,180
2664,184
2665,158
2666,173
2667,172
2668,188
2669,176
2670,183
2671,163
2672,163
2673,184
2674,173
2675,178
2676,160
2677,168
2678,168
2679,173
2680,167
2681,185
2682,166
2683,168
2684,165
2685,169
2686,168
2687,175
2688,142
2689,177
2690,164
2691,177
2692,168
2693,193
2694,194
2695,167
2696,156
2697,179
2698,180
2699,180
2700,164
2701,183
2702,185
2703,163
2704,160
2705,167
2706,164
2707,179
2708,175
2709,164
2710,154
2711,159
2712,179
2713,176
2714,189
2715,166
2716,159
2717,159
2718,180
2719,176
2720,156
2721,156
2722,170
2723,160
2724,178
2725,170
2726,184
2727,159
2728,161
2729,154
2730,193
2731,159
2732,161
2733,176
2734,181
2735,162
2736,149
2737,169
2738,174
2739,182
2740,142
2741,194
2742,164
2743,184
2744,165
2745,176
2746,174
2747,192
2748,147
2749,174
2750,177
2751,162
2752,178
2753,167
2754,168
2755,163
2756,180
2757,178
2758,172
2759,192
2760,159
2761,179
2762,176
2763,167
2764,173
2765,180
2766,169
2767,169
2768,182
2769,178
2770,175
2771,171
2772,183
2773,155
2774,151
2775,172
2776,170
2777,185
2778,169
2779,156
2780,171
2781,167
2782,181
2783,179
2784,179
2785,158
2786,183
2787,169
2788,171
2789,179
2790,188
2791,178
2792,164
2793,173
2794,194
2795,156
2796,150
2797,165
2798,172
2799,166
2800,188
2801,181
2802,154
2803,155
2804,188
2805,181
2806,180
2807,169
2808,172
2809,177
2810,166
2811,179
2812,171
2813,193
2814,166
2815,178
2816,170
2817,176
2818,194
2819,158
2820,160
2821,171
2822,168
2823,186
2824,182
2825,178
2826,152
2827,183
2828,153
2829,162
2830,185
2831,169
2832,179
2833,162
2834,161
2835,170
2836,159
2837,173
2838,168
2839,182
2840,181
2841,156
2842,160
2843,179
2844,175
2845,159
2846,192
2847,170
2848,172
2849,180
2850,166
2851,178
2852,175
2853,148
2854,159
2855,161
2856,176
2857,170
2858,167
2859,159
2860,176
2861,175
2862,165
2863,174
2864,189
2865,164
2866,180
2867,195
2868,170
2869,182
2870,171
2871,186
2872,161
2873,180
2874,176
2875,170
2876,160
2877,160
2878,164
2879,157
2880,156
2881,161
2882,183
2883,181
2884,157
2885,162
2886,186
2887,159
2888,182
2889,166
2890,188
2891,163
2892,166
2893,162
2894,185
2895,170
2896,158
2897,168
2898,176
2899,190
2900,160
2901,171
2902,164
2903,169
2904,181
2905,158
2906,170
2907,194
2908,171
2909,156
2910,167
2911,176
2912,164
2913,180
2914,181
2915,190
2916,172
2917,161
2918,153
2919,180
2920,183
2921,176
2922,184
2923,164
2924,176
2925,176
2926,162
2927,163
2928,167
2929,179
2930,150
2931,169
2932,162
2933,165
2934,159
2935,166
2936,159
2937,174
2938,149
2939,168
2940,175
2941,164
2942,182
2943,176
2944,154
2945,175
2946,162
2947,170
2948,153
2949,169
2950,170
2951,153
2952,163
2953,187
2954,163
2955,174
2956,162
2957,150
2958,175
2959,160
2960,188
2961,186
2962,183
2963,166
2964,161
2965,160
2966,180
2967,162
2968,172
2969,183
2970,182
2971,168
2972,186
2973,164
2974,159
2975,166
2976,171
2977,181
2978,169
2979,168
2980,172
2981,165
2982,155
2983,178
2984,182
2985,150
2986,177
2987,162
2988,166
2989,148
2990,164
2991,180
2992,192
2993,171
2994,177
2995,172
2996,174
2997,179
